	Original ID	Gene Name in CARD	ARO	Database
29	gi:702678034:ref:WP_033237905.1:|[u'penam']|EXO			deeparg
30	gi:510923351:ref:WP_016244136.1:|[u'nucleoside',			deeparg
31	gi:492342289:ref:WP_005816151.1:|[u'macrolide']|mefA|unknown	mel	3000616	deeparg
32	BAH65866|[u'multidrug']|EmrD|unknown	bcr-1	3003801	deeparg
33	AAG07762.1|[u'multidrug']|mexV|unknown	MexV	3003030	deeparg
34	gi:487374605:ref:WP_001647952.1:|[u'nucleoside',			deeparg
35	gi:489311090:ref:WP_003218499.1:|[u'aminoglycoside',			deeparg
36	gi:493862520:ref:WP_006809273.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
37	gi:1028097652:ref:WP_063854349.1:|[u'macrolide',			deeparg
38	gi:486274174:ref:WP_001568721.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
39	gi:653124005:ref:WP_027373439.1:|[u'fluoroquinolone',			deeparg
40	gi:452754488:emb:CCP89721.1:|[u'monobactam',			deeparg
41	gi:822037175:ref:WP_046893653.1:|[u'fluoroquinolone']|emrB|unknown	Klebsiella pneumoniae KpnH	3004597	deeparg
42	gi:512472375:ref:WP_016424444.1:|[u'fluoroquinolone',			deeparg
43	gi:445983950:ref:WP_000061805.1:|[u'lincosamide',			deeparg
44	gi:1028105372:ref:WP_063860521.1:|[u'monobactam',			deeparg
45	gi:388604941:gb:EIM34166.1:|[u'fosfomycin']|FosA2|unknown	FosA2	3002804	deeparg
46	gi:1028083611:ref:WP_063842629.1:|[u'carbapenem',			deeparg
47	gi:315927342:gb:EFV06686.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
48	gi:488184571:ref:WP_002255779.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
49	gi:695626268:ref:WP_032608424.1:|[u'fosfomycin']|FosA2|unknown	FosA2	3002804	deeparg
50	gi:447201648:ref:WP_001278904.1:|[u'unclassified']|cob(I)alamin_adenolsyltransferase|cob(I)alamin_adenolsyltransferase|unknown	PDC-349	3006718	deeparg
51	gi:759812131:ref:WP_043509561.1:|[u'macrolide',			deeparg
52	YP_788913|[u'multidrug']|mexh|multi			deeparg
53	ABX71158.1|[u'beta_lactam']|SHV-104|unknown	SHV-104	3001153	deeparg
54	gi:1001947541:ref:WP_061357412.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
55	gi:649725919:gb:AIC64482.1:|[u'cephalosporin']|CTX-M-30|unknown	CTX-M-30	3001892	deeparg
56	gi:446110298:ref:WP_000188153.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
57	gi:490490051:ref:WP_004356282.1:|[u'aminoglycoside']|aadA4|unknown	aadA4	3002604	deeparg
58	AAS61063|[u'multidrug']|AcrB|unknown	adeF	3000777	deeparg
59	gi:1022656033:ref:WP_063413406.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
60	YP_002552549|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
61	gi:985494878:ref:WP_060792851.1:|[u'glycopeptide']|vanC|unknown	vanC	3000368	deeparg
62	gi:485734103:ref:WP_001361488.1:|[u'cephalosporin',			deeparg
63	AEZ05106.1|[u'aminoglycoside']|AAC(6')-33|unknown	AAC(6')-33	3002587	deeparg
64	gi:1147955308:ref:WP_077248207.1:|[u'monobactam',			deeparg
65	gi:960878841:ref:WP_058350802.1:|[u'macrolide',			deeparg
66	gi:554631478:ref:WP_023167258.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
67	CAO91621|[u'beta-lactam']|PBP-2X|PBP-2X|unknown			deeparg
68	CAL44992.1|[u'macrolide-lincosamide-streptogramin']|lnuA|unknown	lnuA	3002835	deeparg
69	AEB98922.1|[u'beta_lactam']|OXA-196|unknown	OXA-196	3001481	deeparg
70	gi:1277753419:ref:WP_100086555.1:|[u'carbapenem']|IMI-3|unknown	IMI-17	3006181	deeparg
71	NC_008702.1.4606267.p01|[u'multidrug']|major_facilitator_superfamily_transporter|major_facilitator_superfamily_transporter|unknown	opcM	3003037	deeparg
72	ADK35871.1|[u'beta_lactam']|OXA-167|unknown	OXA-167	3001467	deeparg
73	ZP_02365020|[u'multidrug']|CeoA|unknown	adeG	3000778	deeparg
74	gi:738164208:ref:WP_036121297.1:|[u'fosfomycin']|FosB|unknown	FosB2	3005100	deeparg
75	gi:519090988:ref:WP_020246863.1:|[u'macrolide',			deeparg
76	ACO07310.1|[u'beta_lactam']|TEM-154|unknown	TEM-154	3001020	deeparg
77	gi:1028110207:ref:WP_063864577.1:|[u'monobactam',			deeparg
78	gi:1004700911:gb:AMP49531.1:|[u'glycylcycline',			deeparg
79	ZP_04144736|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
80	gi:1028099803:ref:WP_063856075.1:|[u'tetracycline']|tet(59)|unknown	tet(D)	3000168	deeparg
81	gi:851947927:ref:WP_048228599.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
82	gi:1004356300:ref:WP_061531279.1:|[u'lincosamide',			deeparg
83	CCJ32598.1|[u'beta_lactam']|OXA-250|unknown	OXA-250	3001675	deeparg
84	gi:510933229:ref:WP_016253510.1:|[u'macrolide',			deeparg
85	ZP_04150458|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
86	AIT76104.1|[u'beta_lactam']|MIR-15|unknown	MIR-15	3002180	deeparg
87	YP_001187672|[u'multidrug']|mexf|multidrug			deeparg
88	gi:446993875:ref:WP_001071131.1:|[u'peptide']|Bacillus			deeparg
89	gi:1033150958:ref:WP_064456700.1:|[u'peptide']|viomycin			deeparg
90	ADA79630.1|[u'beta_lactam']|TEM-171|unknown	TEM-171	3001037	deeparg
91	gi:1201190453:ref:WP_087587973.1:|[u'monobactam',			deeparg
92	gi:695269285:ref:WP_032491462.1:|[u'macrolide',			deeparg
93	gi:975871195:ref:WP_059279894.1:|[u'fluoroquinolone',			deeparg
94	gi:754687004:ref:WP_042065775.1:|[u'cephalosporin']|AQU-1|unknown	TRU-1	3004450	deeparg
95	gi:1044260098:emb:SBX10933.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
96	AGU69253.1|[u'beta_lactam']|OXA-315|unknown	OXA-315	3001686	deeparg
97	gi:827011098:ref:WP_047173610.1:|[u'macrolide',			deeparg
98	gi:665670200:ref:WP_031190915.1:|[u'penam']|EXO			deeparg
99	AAU01314|[u'rifampin']|rif|unknown	TEM-139	3001003	deeparg
100	gi:895861652:ref:WP_048971854.1:|[u'macrolide',			deeparg
101	gi:489120646:ref:WP_003030480.1:|[u'fluoroquinolone',			deeparg
102	gi:1028110870:ref:WP_063865146.1:|[u'monobactam',			deeparg
103	gi:685237205:ref:WP_031605445.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
104	gi:1391852871:ref:WP_109545056.1:|[u'peptide']|MCR-1|unknown	MCR-1.13	3004690	deeparg
105	ZP_00946143|[u'glycylcycline',			deeparg
106	gi:488085074:ref:WP_002156471.1:|[u'macrolide',			deeparg
107	YP_002086467|[u'multidrug']|amrB|unknown	mexY	3003033	deeparg
108	gi:950794781:ref:WP_057514414.1:|[u'fluoroquinolone']|emrB|unknown	emrB	3000074	deeparg
109	AAB51384.1|[u'beta_lactam']|SHV-8|unknown	SHV-8	3001067	deeparg
110	gi:754724054:ref:WP_042095806.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
111	gi:445966134:ref:WP_000043989.1:|[u'tetracycline']|tetR|tetR|unknown	MexL	3003710	deeparg
112	gi:1031655966:gb:ANG24357.1:|[u'monobactam',			deeparg
113	gi:446783057:ref:WP_000860313.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
114	ABG56269.1|[u'quinolone']|QnrB10|unknown	QnrB10	3002724	deeparg
115	gi:779900739:ref:WP_045372339.1:|[u'monobactam',			deeparg
116	gi:1028100794:ref:WP_063856929.1:|[u'streptogramin']|vatE|unknown	vatE	3002844	deeparg
117	gi:693143950:ref:WP_032283827.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
118	gi:1002586184:ref:WP_061403071.1:|[u'penam']|BLA1|unknown	Bla1	3000090	deeparg
119	AAN28721.1|[u'tetracycline']|tet37|unknown	tet37	3002871	deeparg
120	gi:504875745:ref:WP_015062847.1:|[u'monobactam',			deeparg
121	gi:446783052:ref:WP_000860308.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
122	gi:1027702639:ref:WP_063637955.1:|[u'lincosamide',			deeparg
123	gi:372200385:gb:EHP14468.1:|[u'macrolide',			deeparg
124	gi:1105502124:ref:WP_071846276.1:|[u'aminoglycoside']|aadA|unknown	ANT(3'')-IIa	3004089	deeparg
125	gi:492536382:ref:WP_005877868.1:|[u'fluoroquinolone']|pmrA|unknown	pmrA	3000822	deeparg
126	CUU67654.1|[u'macrolide-lincosamide-streptogramin']|erm(44)|unknown	Erm(44)v	3003971	deeparg
127	gi:983405167:ref:WP_060572706.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
128	gi:1084345762:ref:WP_070397092.1:|[u'nucleoside']|SAT-1|unknown	SAT-2	3002895	deeparg
129	gi:488154921:ref:WP_002226129.1:|[u'macrolide',			deeparg
130	YP_407239|[u'multidrug']|MdfA|unknown	Escherichia coli mdfA	3001328	deeparg
131	AAP69914.1|[u'beta_lactam']|cphA6|unknown	cphA6	3003102	deeparg
132	WP_102607457.1|[u'sulfonamide']|sul4|unknown	sul4	3004361	deeparg
133	gi:556487523:ref:WP_023335256.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
134	AAV97954.1|[u'beta_lactam']|CTX-M-49|unknown	CTX-M-49	3001911	deeparg
135	gi:817604860:ref:WP_046598079.1:|[u'fluoroquinolone',			deeparg
136	gi:488918619:ref:WP_002829694.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
137	gi:1039476118:ref:WP_064814315.1:|[u'aminoglycoside']|aadK|unknown	aadK	3002627	deeparg
138	CCK86744.1|[u'beta_lactam']|SHV-164|unknown	SHV-164	3001347	deeparg
139	ACH58985.1|[u'beta_lactam']|LRA-2|unknown	LRA-2	3002485	deeparg
140	AKR18029.1|[u'monobactam',			deeparg
141	gi:1105502156:ref:WP_071846308.1:|[u'aminoglycoside']|aadA2|unknown	aadA2	3002602	deeparg
142	gi:959893159:ref:WP_058163506.1:|[u'fluoroquinolone',			deeparg
143	gi:1000904164:ref:WP_061155198.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
144	gi:491078681:ref:WP_004940301.1:|[u'fluoroquinolone',			deeparg
145	gi:446783018:ref:WP_000860274.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
146	gi:490038603:ref:WP_003941026.1:|[u'rifamycin']|iri|unknown	iri	3002884	deeparg
147	gi:587953882:gb:EXC39592.1:|[u'macrolide',			deeparg
148	gi:447084602:ref:WP_001161858.1:|[u'fluoroquinolone',			deeparg
149	gi:896500689:ref:WP_049408740.1:|[u'cephalosporin']|L1			deeparg
150	gi:498515253:ref:WP_010815429.1:|[u'glycopeptide']|vanB|unknown	vanB	3000013	deeparg
151	YP_004928104.1|[u'fluoroquinolone']|CrpP|unknown	cmrA	3002702	deeparg
152	gi:1025824668:ref:WP_063558557.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
153	gi:693118280:ref:WP_032268080.1:|[u'macrolide',			deeparg
154	YP_001348629|[u'multidrug']|amrA|unknown	mexX	3003034	deeparg
155	gi:32345886:gb:AAM97237.1:|[u'beta-lactam']|penA|penA|unknown			deeparg
156	gi:695269139:ref:WP_032491316.1:|[u'diaminopyrimidine']|dfrA16|unknown	DfrA37	3005347	deeparg
157	gi:912536849:ref:WP_050178862.1:|[u'fluoroquinolone',			deeparg
158	NP_358469.1|[u'quinolone']|pmrA|Multidrug			deeparg
159	gi:1011917687:ref:WP_062729785.1:|[u'fosfomycin']|FosA2|unknown	FosA2	3002804	deeparg
160	gi:851901342:ref:WP_048211771.1:|[u'fluoroquinolone',			deeparg
161	YP_698526|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
162	gi:1028100183:ref:WP_063856396.1:|[u'tetracycline']|tetM|unknown	tetM	3000186	deeparg
163	gi:919213656:ref:WP_052769157.1:|[u'carbapenem']|IND-8|unknown	IND-16	3005493	deeparg
164	gi:1017156858:gb:KZE44965.1:|[u'cephalosporin']|L1			deeparg
165	gi:452996213:gb:AGG19398.1:|[u'glycopeptide']|vanYB|unknown	vanY gene in vanB cluster	3002956	deeparg
166	YP_002707503|[u'beta_lactam']|BL3_l|unknown	L1 beta-lactamase	3000582	deeparg
167	AAL79541.1|[u'beta_lactam']|OXY-2-2|unknown	OXY-2-2	3002397	deeparg
168	gi:1031625197:gb:ANG09950.1:|[u'monobactam',			deeparg
169	gi:315940009:gb:ADU56215.1:|[u'cephalosporin']|CTX-M-14|unknown	CTX-M-235	3005658	deeparg
170	gi:950829279:ref:WP_057523151.1:|[u'tetracycline']|tet(C)|unknown	tet(A)	3000165	deeparg
171	gi:487484285:ref:WP_001699534.1:|[u'cephalosporin',			deeparg
172	gi:739030888:ref:WP_036912019.1:|[u'fluoroquinolone']|emrB|unknown	Klebsiella pneumoniae KpnH	3004597	deeparg
173	gi:828164785:ref:WP_047255785.1:|[u'fluoroquinolone']|emrB|unknown	Klebsiella pneumoniae KpnH	3004597	deeparg
174	AAO04716.1|[u'trimethoprim']|dfrC|unknown	dfrC	3002865	deeparg
175	gi:1226997328:ref:WP_094009805.1:|[u'carbapenem',			deeparg
176	gi:585281625:ref:WP_024173837.1:|[u'fluoroquinolone']|emrA|unknown	emrA	3000027	deeparg
177	gi:740848669:ref:WP_038633922.1:|[u'macrolide',			deeparg
178	gi:1028100574:ref:WP_063856709.1:|[u'glycopeptide']|vanHF|unknown	vanH gene in vanF cluster	3002945	deeparg
179	gi:556464014:ref:WP_023315805.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
180	gi:501268986:ref:WP_012312004.1:|[u'sulfonamide',			deeparg
181	CP001918.1.gene2931.p01|[u'fluoroquinolone']|emrB|unknown	emrB	3000074	deeparg
182	gi:486215701:ref:WP_001556753.1:|[u'fluoroquinolone',			deeparg
183	AAY32951.1|[u'macrolide-lincosamide-streptogramin']|lnuC|unknown	lnuC	3002837	deeparg
184	gi:504199699:ref:WP_014386801.1:|[u'phenicol']|floR|unknown	cmlA9	3005043	deeparg
185	gi:808045374:ref:WP_046207364.1:|[u'fluoroquinolone',			deeparg
186	gi:491006056:ref:WP_004867776.1:|[u'macrolide',			deeparg
187	AAC36944.1|[u'quinolone']|blt|unknown	blt	3003006	deeparg
188	gi:1007098619:ref:WP_061843746.1:|[u'nitroimidazole']|msbA|unknown	msbA	3003950	deeparg
189	gi:746217802:ref:WP_039267829.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
190	gi:851962527:ref:WP_048233434.1:|[u'fosfomycin']|mdtG|unknown	mdtG	3001329	deeparg
191	ABV31689.1|[u'beta_lactam']|OXA-109|unknown	OXA-109	3001640	deeparg
192	CAJ77817.2|[u'beta_lactam']|OXA-100|unknown	OXA-529	3005759	deeparg
193	gi:779925385:ref:WP_045386700.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
194	gi:522180930:ref:WP_020689478.1:|[u'macrolide',			deeparg
195	gi:693024424:ref:WP_032201428.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
196	gi:912530277:ref:WP_050177011.1:|[u'fluoroquinolone',			deeparg
197	AJO16043.1|[u'beta_lactam']|DHA-10|unknown	DHA-10	3002141	deeparg
198	YP_002368151|[u'beta_lactam']|BL2a_1|unknown	BcII	3002878	deeparg
199	gi:695753525:ref:WP_032679775.1:|[u'fosfomycin']|FosA2|unknown	FosA2	3002804	deeparg
200	gi:447113805:ref:WP_001191061.1:|[u'macrolide',			deeparg
201	gi:895944069:ref:WP_049031504.1:|[u'aminoglycoside']|AAC(6')-IIa|unknown	AAC(6')-IIa	3002594	deeparg
202	gi:798900708:ref:WP_045903201.1:|[u'fluoroquinolone',			deeparg
203	gi:772582671:ref:WP_045261652.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
204	ABW03157.2|[u'quinolone']|QnrB8|unknown	QnrB21	3002736	deeparg
205	ZP_04268622|[u'beta_lactam']|BcII|unknown	BcII	3002878	deeparg
206	gi:492344685:ref:WP_005816369.1:|[u'cephalosporin']|cepA			deeparg
207	AEG64812.1|[u'beta_lactam']|TEM-185|unknown	TEM-185	3001374	deeparg
208	gi:928856297:ref:WP_053901877.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
209	gi:447079908:ref:WP_001157164.1:|[u'fluoroquinolone',			deeparg
210	gi:499592337:ref:WP_011273071.1:|[u'tetracycline']|tetB|tetB|unknown	patA	3000024	deeparg
211	gi:844696683:ref:WP_047920815.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
212	gi:730695215:ref:WP_034072810.1:|[u'diaminopyrimidine']|dfrA22|unknown	dfrA22	3003018	deeparg
213	gi:856831580:ref:WP_048339545.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
214	ZP_01811734|[u'quinolone']|QnrS|unknown	QnrS2	3002791	deeparg
215	gi:817601485:ref:WP_046595174.1:|[u'fluoroquinolone']|emrB|unknown	emrB	3000074	deeparg
216	gi:489549056:ref:WP_003453693.1:|[u'macrolide',			deeparg
217	AGK07370.1|[u'beta_lactam']|OXA-257|unknown	OXA-257	3001694	deeparg
218	gi:1343491233:ref:WP_104009849.1:|[u'cephamycin']|CMY-17|unknown	CMY-156	3005182	deeparg
219	AHL30286.1|[u'beta_lactam']|OXA-382|unknown	OXA-382	3001568	deeparg
220	gi:746618920:ref:WP_039644692.1:|[u'macrolide']|EreA|unknown	EreA	3000361	deeparg
221	gi:649725901:gb:AIC64473.1:|[u'cephalosporin']|CTX-M-30|unknown	CTX-M-30	3001892	deeparg
222	gi:490232554:ref:WP_004130894.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
223	NP_831795.1|[u'fosfomycin']|FosB|unknown	FosB	3000172	deeparg
224	gi:1028081078:ref:WP_063840461.1:|[u'aminoglycoside']|ANT(4')-Ib|unknown	ANT(4')-Ib	3003905	deeparg
225	gi:915860211:ref:WP_050915107.1:|[u'cephalosporin',			deeparg
226	AGZ55247.1|[u'macrolide',			deeparg
227	gi:1440786793:ref:WP_114699281.1:|[u'carbapenem',			deeparg
228	gi:759574245:ref:WP_043293359.1:|[u'aminoglycoside']|amrA|unknown	amrA	3002982	deeparg
229	gi:884875933:emb:CKG93789.1:|[u'peptide']|bcrA|unknown	bcrA	3002987	deeparg
230	gi:1036668930:ref:WP_064721034.1:|[u'macrolide',			deeparg
231	gi:923015757:ref:WP_053409934.1:|[u'tetracycline']|tet(C)|unknown	tet(C)	3000167	deeparg
232	gi:917752683:ref:WP_052266736.1:|[u'cephalosporin',			deeparg
233	gi:446414960:ref:WP_000492815.1:|[u'fluoroquinolone',			deeparg
234	gi:835749853:ref:WP_047648189.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
235	gi:950551359:ref:WP_057425316.1:|[u'fluoroquinolone',			deeparg
236	gi:499474577:ref:WP_011161217.1:|[u'aminoglycoside']|APH(6)-Id|unknown	APH(6)-Id	3002660	deeparg
237	gi:446603231:ref:WP_000680577.1:|[u'aminoglycoside',			deeparg
238	ZP_04589788|[u'bacitracin']|BacA|unknown	bacA	3002986	deeparg
239	gi:1028105829:ref:WP_063860854.1:|[u'carbapenem',			deeparg
240	AGL43631.1|[u'quinolone']|QnrB70|unknown	QnrB70	3002782	deeparg
241	AFC75525.1|[u'beta_lactam']|TEM-195|unknown	TEM-195	3001055	deeparg
242	gi:488090362:ref:WP_002161759.1:|[u'cephalosporin',			deeparg
243	gi:487940835:ref:WP_002014301.1:|[u'macrolide',			deeparg
244	gi:752551513:ref:WP_041222758.1:|[u'fluoroquinolone',			deeparg
245	gi:1028110216:ref:WP_063864586.1:|[u'monobactam',			deeparg
246	YP_001871463|[u'multidrug']|AcrB|unknown	adeF	3000777	deeparg
247	AGJ01153.1|[u'beta_lactam']|KPC-16|unknown	KPC-16	3002326	deeparg
248	NP_627787|[u'glycopeptide']|vanJ|unknown	vanJ	3002914	deeparg
249	gi:695262680:ref:WP_032489639.1:|[u'streptogramin',			deeparg
250	gi:488154369:ref:WP_002225577.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
251	gi:545170365:ref:WP_021524792.1:|[u'nucleoside',			deeparg
252	gi:655082057:ref:WP_028530135.1:|[u'glycopeptide']|vanD|unknown	vanI	3003723	deeparg
253	gi:446291361:ref:WP_000369216.1:|[u'monobactam',			deeparg
254	AAK31370.1|[u'beta_lactam']|CMY-11|unknown	CMY-11	3002022	deeparg
255	gi:489001933:ref:WP_002912580.1:|[u'macrolide',			deeparg
256	gi:444783984:gb:ELX07817.1:|[u'fluoroquinolone',			deeparg
257	gi:486170320:ref:WP_001533563.1:|[u'macrolide',			deeparg
258	gi:912000424:ref:WP_050159131.1:|[u'macrolide']|macA|unknown	macA	3000533	deeparg
259	gi:431604270:gb:ELI73679.1:|[u'aminocoumarin']|mdtA|unknown	mdtA	3000792	deeparg
260	gi:985599614:ref:WP_060839111.1:|[u'fluoroquinolone',			deeparg
261	gi:585356222:ref:WP_024237824.1:|[u'macrolide',			deeparg
262	(AGly)sat4A:X92945:38870-39412:543|[u'nucleoside']|SAT-4|unknown	SAT-4	3002897	deeparg
263	gi:446339663:ref:WP_000417518.1:|[u'macrolide']|mefA|unknown	mel	3000616	deeparg
264	gi:754493637:ref:WP_041910532.1:|[u'fosfomycin']|mdtG|unknown	mdtG	3001329	deeparg
265	gi:1028100641:ref:WP_063856776.1:|[u'glycopeptide']|vanXD|unknown	vanX gene in vanD cluster	3003070	deeparg
266	gi:585349466:ref:WP_024231081.1:|[u'macrolide']|macB|unknown	macB	3000535	deeparg
267	ZP_02377226|[u'multidrug']|CeoA|unknown	adeG	3000778	deeparg
268	gi:446571408:ref:WP_000648754.1:|[u'peptide']|arnA|unknown	arnA	3002985	deeparg
269	gi:502019216:ref:WP_012695486.1:|[u'rifamycin']|arr-1|unknown	arr-1	3002846	deeparg
270	gi:585356039:ref:WP_024237642.1:|[u'fluoroquinolone',			deeparg
271	gi:524234431:emb:CDA04526.1:|[u'fluoroquinolone',			deeparg
272	gi:1001733947:ref:WP_061284984.1:|[u'cephalosporin']|CTX-M-10|unknown	KLUC-1	3006927	deeparg
273	Q8FCI8|[u'macrolide',			deeparg
274	gi:445983935:ref:WP_000061790.1:|[u'lincosamide',			deeparg
275	AAP33454.2|[u'beta_lactam']|SHV-31|unknown	SHV-11	3001070	deeparg
276	gi:980509810:ref:WP_059358358.1:|[u'macrolide',			deeparg
277	gi:486252230:ref:WP_001564384.1:|[u'nucleoside',			deeparg
278	gi:695263298:ref:WP_032490168.1:|[u'tetracycline']|tet(E)|unknown	tet(D)	3000168	deeparg
279	gi:647323550:ref:WP_025760450.1:|[u'diaminopyrimidine']|dfrA12|unknown	dfrA12	3002858	deeparg
280	ACD35503.1|[u'tetracycline']|tet42|unknown	tet(42)	3000572	deeparg
281	gi:501536375:ref:WP_012542248.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
282	gi:1102724726:ref:WP_071593222.1:|[u'glycopeptide']|vanTG|unknown	vanT gene in vanG cluster	3002972	deeparg
283	gi:1028105871:ref:WP_063860895.1:|[u'carbapenem',			deeparg
284	YP_002260505|[u'bacitracin']|bacA|bacA|unknown	bacA	3002986	deeparg
285	ACN65419.1|[u'beta_lactam']|OKP-A-15|unknown	OKP-A-15	3002432	deeparg
286	gi:896372078:ref:WP_049317199.1:|[u'macrolide',			deeparg
287	gi:693033640:ref:WP_032208687.1:|[u'nucleoside',			deeparg
288	ACH58997.1|[u'beta_lactam']|LRA-18|unknown	LRA-18	3002492	deeparg
289	gi:751908677:ref:WP_041124075.1:|[u'aminoglycoside']|APH(6)-Id|unknown	APH(6)-Id	3002660	deeparg
290	AAK58418.1|[u'beta_lactam']|OXA-32|unknown	OXA-32	3001426	deeparg
291	gi:746205644:ref:WP_039261870.1:|[u'fluoroquinolone']|mdtH|unknown	mdtH	3001216	deeparg
292	ACJ05361.1|[u'beta_lactam']|CMY-43|unknown	CMY-43	3002054	deeparg
293	AFA52643.1|[u'quinolone']|QnrB43|unknown	QnrB6	3002720	deeparg
294	gi:759378887:ref:WP_043106116.1:|[u'fluoroquinolone']|qacH|unknown	qacL	3005098	deeparg
295	gi:921973852:ref:WP_053266543.1:|[u'aminoglycoside']|APH(6)-Id|unknown	APH(6)-Id	3002660	deeparg
296	AAA20116.1|[u'tetracycline']|tetA(P)|unknown	tetA(P)	3000180	deeparg
297	CAJ19602.1|[u'beta_lactam']|OKP-A-5|unknown	OKP-A-5	3002422	deeparg
298	gi:1188444915:ref:WP_085562417.1:|[u'cephalosporin',			deeparg
299	gi:447055250:ref:WP_001132506.1:|[u'fluoroquinolone',			deeparg
300	AAZ93366|[u'beta_lactam']|CMY-2|unknown	CMY-2	3002013	deeparg
